0.0000,0.0064,0.0126,0.0084,0,1,0.1647
0.0000,0.0034,0.0098,0.0095,0,1,0.7212
0.0000,0.0046,0.0098,0.0083,0,1,0.4849
0.0016,0.0053,0.0089,0.0088,0,1,0.8717
0.0015,0.0065,0.0158,0.0086,0,1,0.4923
0.0010,0.0056,0.0093,0.0095,0,1,0.3953
0.0006,0.0049,0.0059,0.0103,0,1,0.2780
0.0001,0.0057,0.0072,0.0075,0,1,0.5934
0.0092,0.0055,0.0090,0.0073,0,1,0.1387
0.0018,0.0039,0.0083,0.0105,0,1,0.3086
0.0001,0.0072,0.0085,0.0080,0,1,0.1986
0.0069,0.0045,0.0086,0.0097,0,1,0.2108
0.0064,0.0046,0.0079,0.0094,0,1,0.1533
0.0081,0.0060,0.0097,0.0083,0,1,0.1476
0.0013,0.0060,0.0065,0.0092,0,1,0.2140
0.0022,0.0036,0.0064,0.0112,0,1,0.2898
0.0065,0.0043,0.0070,0.0102,0,1,0.3571
0.0032,0.0048,0.0084,0.0101,0,1,0.3225
0.0017,0.0047,0.0051,0.0110,0,1,0.6694
0.0000,0.0074,0.0083,0.0080,0,1,0.1723
0.0000,0.0072,0.0084,0.0081,0,1,0.1812
0.0000,0.0052,0.0074,0.0096,0,1,0.2658
0.0000,0.0067,0.0083,0.0083,0,1,0.1921
0.0017,0.0052,0.0079,0.0097,0,1,0.2639
0.0028,0.0050,0.0085,0.0093,0,1,0.1758
0.0006,0.0055,0.0060,0.0098,0,1,0.2528
0.0000,0.0074,0.0085,0.0081,0,1,0.1833
0.0000,0.0074,0.0082,0.0083,0,1,0.1697
0.0001,0.0062,0.0081,0.0090,0,1,0.2100
0.0125,0.0068,0.0083,0.0078,0,1,0.1002
0.0007,0.0068,0.0073,0.0086,0,1,0.1949
0.0001,0.0076,0.0084,0.0081,0,1,0.1807
0.0006,0.0049,0.0065,0.0102,0,1,0.2494
0.0000,0.0073,0.0083,0.0082,0,1,0.1845
0.0004,0.0059,0.0065,0.0092,0,1,0.2365
0.0000,0.0061,0.0081,0.0089,0,1,0.2125
0.0000,0.0073,0.0084,0.0080,0,1,0.1812
0.0003,0.0077,0.0105,0.0079,0,1,0.1993
0.0000,0.0059,0.0082,0.0088,0,1,0.1963
0.0045,0.0037,0.0067,0.0107,0,1,0.2436
0.0003,0.0075,0.0083,0.0081,0,1,0.1947
0.0002,0.0076,0.0085,0.0080,0,1,0.1824
0.0000,0.0075,0.0083,0.0082,0,1,0.1796
0.0006,0.0061,0.0065,0.0091,0,1,0.2210
0.0000,0.0007,0.0016,0.0160,0,1,0.8077
0.0004,0.0054,0.0084,0.0094,0,1,0.2772
0.0004,0.0034,0.0081,0.0109,0,1,0.6505
0.0025,0.0035,0.0067,0.0111,0,1,0.6975
0.0121,0.0078,0.0085,0.0078,0,1,0.1608
0.0071,0.0072,0.0083,0.0079,0,1,0.1226
0.0001,0.0032,0.0067,0.0110,0,1,0.8125
0.0004,0.0058,0.0084,0.0091,0,1,0.2432
0.0078,0.0072,0.0083,0.0077,0,1,0.1326
0.0008,0.0062,0.0066,0.0090,0,1,0.2192
0.0127,0.0072,0.0082,0.0077,0,1,0.1242
0.0001,0.0076,0.0085,0.0078,0,1,0.1791
0.0002,0.0068,0.0073,0.0084,0,1,0.1918
0.0000,0.0054,0.0082,0.0092,0,1,0.2208
0.0081,0.0055,0.0082,0.0087,0,1,0.1657
0.0104,0.0059,0.0065,0.0088,0,1,0.1487
0.0000,0.0070,0.0084,0.0081,0,1,0.1861
0.0017,0.0036,0.0055,0.0112,0,1,0.3455
0.0108,0.0075,0.0083,0.0079,0,1,0.1638
0.0000,0.0074,0.0082,0.0081,0,1,0.1875
0.0000,0.0076,0.0083,0.0079,0,1,0.1897
0.0002,0.0076,0.0085,0.0079,0,1,0.1835
0.0001,0.0076,0.0084,0.0079,0,1,0.1841
0.0000,0.0061,0.0083,0.0088,0,1,0.2304
0.0094,0.0048,0.0070,0.0094,0,1,0.1827
0.0000,0.0075,0.0083,0.0080,0,1,0.1864
0.0089,0.0042,0.0061,0.0099,0,1,0.1631
0.0071,0.0048,0.0081,0.0091,0,1,0.1607
0.0087,0.0053,0.0082,0.0088,0,1,0.1574
0.0008,0.0044,0.0073,0.0101,0,1,0.2962
0.0000,0.0076,0.0084,0.0079,0,1,0.1701
0.0076,0.0035,0.0062,0.0108,0,1,0.2589
0.0006,0.0054,0.0057,0.0098,0,1,0.2456
0.0002,0.0077,0.0084,0.0080,0,1,0.1936
0.0001,0.0051,0.0083,0.0095,0,1,0.2510
0.0089,0.0047,0.0081,0.0091,0,1,0.1561
0.0014,0.0046,0.0082,0.0097,0,1,0.2181
0.0030,0.0041,0.0081,0.0100,0,1,0.2492
0.0109,0.0071,0.0081,0.0078,0,1,0.1150
0.0001,0.0074,0.0084,0.0080,0,1,0.1803
0.0008,0.0065,0.0077,0.0078,0,1,0.1577
0.0006,0.0043,0.0056,0.0109,0,1,0.3005
0.0006,0.0044,0.0061,0.0106,0,1,0.2842
0.0050,0.0049,0.0082,0.0095,0,1,0.2287
0.0092,0.0045,0.0081,0.0096,0,1,0.1823
0.0107,0.0046,0.0053,0.0101,0,1,0.1867
0.0085,0.0046,0.0059,0.0101,0,1,0.1770
0.0103,0.0071,0.0080,0.0077,0,1,0.1091
0.0001,0.0077,0.0083,0.0079,0,1,0.1838
0.0112,0.0071,0.0080,0.0078,0,1,0.1168
0.0000,0.0076,0.0083,0.0080,0,1,0.1791
0.0000,0.0063,0.0082,0.0087,0,1,0.2010
0.0149,0.0058,0.0061,0.0093,0,1,0.1872
0.0083,0.0074,0.0082,0.0080,0,1,0.1593
0.0000,0.0073,0.0083,0.0080,0,1,0.1771
0.0007,0.0050,0.0081,0.0095,0,1,0.2324
0.0000,0.0074,0.0083,0.0080,0,1,0.1798
0.0096,0.0074,0.0082,0.0079,0,1,0.1694
0.0084,0.0042,0.0078,0.0100,0,1,0.1938
0.0000,0.0074,0.0082,0.0082,0,1,0.1838
0.0082,0.0072,0.0081,0.0081,0,1,0.1576
0.0091,0.0044,0.0077,0.0097,0,1,0.1821
0.0126,0.0072,0.0080,0.0081,0,1,0.1572
0.0090,0.0057,0.0079,0.0084,0,1,0.1177
0.0000,0.0073,0.0081,0.0082,0,1,0.1932
0.0104,0.0052,0.0059,0.0093,0,1,0.1404
0.0087,0.0032,0.0049,0.0114,0,1,0.2113
0.0075,0.0042,0.0063,0.0101,0,1,0.1513
0.0000,0.0075,0.0083,0.0080,0,1,0.1929
0.0009,0.0057,0.0060,0.0095,0,1,0.2483
0.0054,0.0032,0.0053,0.0117,0,1,0.3104
0.0000,0.0076,0.0083,0.0079,0,1,0.1777
0.0066,0.0045,0.0081,0.0099,0,1,0.2435
0.0001,0.0054,0.0082,0.0094,0,1,0.2311
0.0002,0.0054,0.0070,0.0095,0,1,0.2170
0.0116,0.0056,0.0082,0.0089,0,1,0.1726
0.0014,0.0048,0.0073,0.0098,0,1,0.2783
0.0000,0.0002,0.0003,0.0203,0,1,1.7700
0.0000,0.0076,0.0083,0.0079,0,1,0.1827
0.0020,0.0039,0.0066,0.0107,0,1,0.2381
0.0006,0.0045,0.0064,0.0103,0,1,0.3133
0.0105,0.0041,0.0074,0.0094,0,1,0.1144
0.0000,0.0067,0.0082,0.0084,0,1,0.1979
0.0014,0.0046,0.0071,0.0101,0,1,0.2668
0.0070,0.0033,0.0057,0.0114,0,1,0.2463
0.0000,0.0076,0.0083,0.0079,0,1,0.1888
0.0103,0.0056,0.0079,0.0086,0,1,0.1390
0.0002,0.0053,0.0082,0.0095,0,1,0.2437
0.0003,0.0077,0.0084,0.0078,0,1,0.1816
0.0007,0.0048,0.0062,0.0104,0,1,0.2617
0.0000,0.0055,0.0081,0.0096,0,1,0.2265
0.0013,0.0046,0.0075,0.0101,0,1,0.2301
0.0005,0.0071,0.0073,0.0085,0,1,0.1925
0.0116,0.0075,0.0080,0.0079,0,1,0.1340
0.0001,0.0077,0.0082,0.0081,0,1,0.1835
0.0004,0.0047,0.0065,0.0103,0,1,0.3182
0.0000,0.0075,0.0083,0.0080,0,1,0.1797
0.0083,0.0078,0.0082,0.0079,0,1,0.1565
0.0035,0.0053,0.0055,0.0101,0,1,0.2506
0.0067,0.0046,0.0071,0.0098,0,1,0.1661
0.0000,0.0077,0.0082,0.0082,0,1,0.1765
0.0076,0.0073,0.0080,0.0079,0,1,0.1343
0.0011,0.0041,0.0056,0.0110,0,1,0.3722
0.0032,0.0036,0.0062,0.0110,0,1,0.2360
0.0117,0.0064,0.0070,0.0087,0,1,0.1710
0.0000,0.0077,0.0082,0.0080,0,1,0.1759
0.0125,0.0072,0.0080,0.0079,0,1,0.1333
0.0013,0.0051,0.0080,0.0096,0,1,0.2361
0.0001,0.0077,0.0083,0.0080,0,1,0.1884
0.0093,0.0056,0.0075,0.0081,0,1,0.0896
0.0006,0.0043,0.0057,0.0109,0,1,0.3581
0.0053,0.0041,0.0077,0.0102,0,1,0.1914
0.0026,0.0049,0.0080,0.0098,0,1,0.2269
0.0000,0.0075,0.0082,0.0081,0,1,0.1812
0.0002,0.0058,0.0081,0.0092,0,1,0.2177
0.0000,0.0074,0.0085,0.0077,0,1,0.1407
0.0080,0.0052,0.0077,0.0089,0,1,0.1240
0.0001,0.0075,0.0083,0.0081,0,1,0.1824
0.0087,0.0043,0.0058,0.0104,0,1,0.1829
0.0003,0.0061,0.0066,0.0091,0,1,0.2169
0.0058,0.0033,0.0056,0.0116,0,1,0.2696
0.0023,0.0048,0.0080,0.0098,0,1,0.2237
0.0096,0.0054,0.0077,0.0087,0,1,0.1129
0.0043,0.0041,0.0078,0.0102,0,1,0.1926
0.0000,0.0074,0.0082,0.0081,0,1,0.1854
0.0109,0.0073,0.0080,0.0080,0,1,0.1495
0.0046,0.0033,0.0056,0.0115,0,1,0.2552
0.0000,0.0074,0.0082,0.0082,0,1,0.1830
0.0142,0.0066,0.0074,0.0078,0,1,0.0828
0.0017,0.0041,0.0069,0.0106,0,1,0.2210
0.0000,0.0074,0.0082,0.0082,0,1,0.1898
0.0116,0.0072,0.0079,0.0080,0,1,0.1311
0.0007,0.0043,0.0056,0.0111,0,1,0.3609
0.0000,0.0077,0.0083,0.0080,0,1,0.1868
0.0001,0.0056,0.0081,0.0095,0,1,0.2509
0.0070,0.0045,0.0067,0.0100,0,1,0.1702
0.0125,0.0073,0.0080,0.0080,0,1,0.1455
0.0086,0.0048,0.0068,0.0098,0,1,0.1983
0.0116,0.0055,0.0060,0.0091,0,1,0.1416
0.0086,0.0057,0.0078,0.0087,0,1,0.1228
0.0118,0.0072,0.0080,0.0081,0,1,0.1491
0.0121,0.0077,0.0082,0.0079,0,1,0.1586
0.0013,0.0067,0.0071,0.0086,0,1,0.1982
0.0000,0.0060,0.0081,0.0089,0,1,0.1983
0.0101,0.0071,0.0078,0.0080,0,1,0.1210
0.0001,0.0077,0.0083,0.0080,0,1,0.1827
0.0082,0.0074,0.0080,0.0079,0,1,0.1439
0.0072,0.0048,0.0079,0.0098,0,1,0.2255
0.0000,0.0077,0.0082,0.0080,0,1,0.1967
0.0000,0.0082,0.0084,0.0071,0,1,0.1250
0.0012,0.0050,0.0080,0.0098,0,1,0.2331
0.0006,0.0068,0.0072,0.0086,0,1,0.1973
0.0000,0.0013,0.0049,0.0073,0,1,0.2254
0.0000,0.0042,0.0117,0.0062,0,1,0.1999
0.0000,0.0042,0.0057,0.0055,0,1,0.3512
0.0000,0.0030,0.0054,0.0068,0,1,0.6557
0.0000,0.0029,0.0062,0.0063,0,1,0.5950
